Year,Region,Watts Index,Poverty Line
1995,Italy,0.02,$2.15
1998,Italy,0.02,$2.15
2000,Italy,0.01,$2.15
2003,Italy,0,$2.15
2004,Italy,0,$2.15
2005,Italy,0,$2.15
2006,Italy,0,$2.15
2007,Italy,0,$2.15
2008,Italy,0,$2.15
2009,Italy,0,$2.15
2010,Italy,0.01,$2.15
2011,Italy,0.01,$2.15
2012,Italy,0.01,$2.15
2013,Italy,0.01,$2.15
2014,Italy,0.01,$2.15
2015,Italy,0.01,$2.15
2016,Italy,0.01,$2.15
2017,Italy,0.01,$2.15
2018,Italy,0.01,$2.15
2019,Italy,0.01,$2.15
2020,Italy,0.01,$2.15
2008,Japan,0,$2.15
2010,Japan,0,$2.15
2013,Japan,0,$2.15
1986,Jordan,0,$2.15
1992,Jordan,0,$2.15
1997,Jordan,0,$2.15
2002,Jordan,0,$2.15
2006,Jordan,0,$2.15
2008,Jordan,0,$2.15
2010,Jordan,0,$2.15
1993,Kazakhstan,0.02,$2.15
1996,Kazakhstan,0.03,$2.15
2001,Kazakhstan,0.04,$2.15
2002,Kazakhstan,0.02,$2.15
2003,Kazakhstan,0.02,$2.15
2004,Kazakhstan,0.01,$2.15
2005,Kazakhstan,0.03,$2.15
2006,Kazakhstan,0,$2.15
2007,Kazakhstan,0,$2.15
2008,Kazakhstan,0,$2.15
2009,Kazakhstan,0,$2.15
2010,Kazakhstan,0,$2.15
2011,Kazakhstan,0,$2.15
2012,Kazakhstan,0,$2.15
2013,Kazakhstan,0,$2.15
2014,Kazakhstan,0,$2.15
2015,Kazakhstan,0,$2.15
2016,Kazakhstan,0,$2.15
2017,Kazakhstan,0,$2.15
2018,Kazakhstan,0,$2.15
1992,Kenya,0.14,$2.15
1994,Kenya,0.13,$2.15
1997,Kenya,0.09,$2.15
2005,Kenya,0.19,$2.15
2015,Kenya,0.12,$2.15
2006,"Korea, Rep.",0,$2.15
2008,"Korea, Rep.",0,$2.15
2010,"Korea, Rep.",0,$2.15
2012,"Korea, Rep.",0,$2.15
2014,"Korea, Rep.",0,$2.15
2016,"Korea, Rep.",0,$2.15
1981,Latin America & Caribbean,0.08,$2.15
1982,Latin America & Caribbean,0.09,$2.15
1983,Latin America & Caribbean,0.1,$2.15
1984,Latin America & Caribbean,0.1,$2.15
1985,Latin America & Caribbean,0.1,$2.15
1986,Latin America & Caribbean,0.06,$2.15
1987,Latin America & Caribbean,0.08,$2.15
1988,Latin America & Caribbean,0.1,$2.15
1989,Latin America & Caribbean,0.09,$2.15
1990,Latin America & Caribbean,0.1,$2.15
1991,Latin America & Caribbean,0.1,$2.15
1992,Latin America & Caribbean,0.1,$2.15
1993,Latin America & Caribbean,0.1,$2.15
1994,Latin America & Caribbean,0.09,$2.15
1995,Latin America & Caribbean,0.08,$2.15
1996,Latin America & Caribbean,0.1,$2.15
1997,Latin America & Caribbean,0.09,$2.15
1998,Latin America & Caribbean,0.08,$2.15
1999,Latin America & Caribbean,0.09,$2.15
2000,Latin America & Caribbean,0.08,$2.15
2001,Latin America & Caribbean,0.08,$2.15
2002,Latin America & Caribbean,0.07,$2.15
2003,Latin America & Caribbean,0.07,$2.15
2004,Latin America & Caribbean,0.06,$2.15
2005,Latin America & Caribbean,0.06,$2.15
2006,Latin America & Caribbean,0.05,$2.15
2007,Latin America & Caribbean,0.05,$2.15
2008,Latin America & Caribbean,0.04,$2.15
2009,Latin America & Caribbean,0.04,$2.15
2010,Latin America & Caribbean,0.04,$2.15
2011,Latin America & Caribbean,0.04,$2.15
2012,Latin America & Caribbean,0.02,$2.15
2013,Latin America & Caribbean,0.02,$2.15
2014,Latin America & Caribbean,0.02,$2.15
2015,Latin America & Caribbean,0.02,$2.15
2016,Latin America & Caribbean,0.02,$2.15
2017,Latin America & Caribbean,0.02,$2.15
2018,Latin America & Caribbean,0.02,$2.15
2019,Latin America & Caribbean,0.02,$2.15
2020,Latin America & Caribbean,0.02,$2.15
2021,Latin America & Caribbean,0.02,$2.15
1993,Latvia,0,$2.15
1995,Latvia,0,$2.15
1996,Latvia,0,$2.15
1997,Latvia,0.01,$2.15
1998,Latvia,0.01,$2.15
2002,Latvia,0,$2.15
2003,Latvia,0,$2.15
2004,Latvia,0,$2.15
2004,Latvia,0.02,$2.15
2005,Latvia,0.01,$2.15
2006,Latvia,0.01,$2.15
2007,Latvia,0,$2.15
2007,Latvia,0,$2.15
2008,Latvia,0,$2.15
2008,Latvia,0.01,$2.15
2009,Latvia,0,$2.15
2009,Latvia,0.02,$2.15
2010,Latvia,0.01,$2.15
2011,Latvia,0.01,$2.15
2012,Latvia,0.01,$2.15
2013,Latvia,0.01,$2.15
2014,Latvia,0.01,$2.15
2015,Latvia,0,$2.15
2016,Latvia,0,$2.15
2017,Latvia,0,$2.15
2018,Latvia,0,$2.15
2019,Latvia,0,$2.15
2020,Latvia,0,$2.15
2011,Lebanon,0,$2.15
1986,Lesotho,0.48,$2.15
1994,Lesotho,0.61,$2.15
2002,Lesotho,0.67,$2.15
2017,Lesotho,0.17,$2.15
1993,Lithuania,0.01,$2.15
1996,Lithuania,0,$2.15
1998,Lithuania,0,$2.15
1999,Lithuania,0,$2.15
2000,Lithuania,0,$2.15
2001,Lithuania,0,$2.15
2002,Lithuania,0,$2.15
2003,Lithuania,0,$2.15
2004,Lithuania,0,$2.15
2004,Lithuania,0.01,$2.15
2005,Lithuania,0.01,$2.15
2006,Lithuania,0.01,$2.15
2007,Lithuania,0,$2.15
2008,Lithuania,0,$2.15
2008,Lithuania,0.01,$2.15
2009,Lithuania,0.01,$2.15
2010,Lithuania,0.01,$2.15
2011,Lithuania,0,$2.15
2012,Lithuania,0.01,$2.15
2013,Lithuania,0,$2.15
2014,Lithuania,0,$2.15
2015,Lithuania,0,$2.15
2016,Lithuania,0,$2.15
2017,Lithuania,0.01,$2.15
2018,Lithuania,0,$2.15
2019,Lithuania,0,$2.15
2020,Lithuania,0,$2.15
1985,Luxembourg,0,$2.15
1991,Luxembourg,0,$2.15
1994,Luxembourg,0,$2.15
1997,Luxembourg,0,$2.15
2000,Luxembourg,0,$2.15
2003,Luxembourg,0,$2.15
2004,Luxembourg,0,$2.15
2005,Luxembourg,0,$2.15
2006,Luxembourg,0,$2.15
2007,Luxembourg,0,$2.15
2008,Luxembourg,0,$2.15
2009,Luxembourg,0,$2.15
2010,Luxembourg,0,$2.15
2011,Luxembourg,0,$2.15
2012,Luxembourg,0,$2.15
2013,Luxembourg,0,$2.15
2014,Luxembourg,0,$2.15
2015,Luxembourg,0,$2.15
2016,Luxembourg,0,$2.15
2017,Luxembourg,0,$2.15
2018,Luxembourg,0,$2.15
2019,Luxembourg,0,$2.15
2020,Luxembourg,0,$2.15
1980,Madagascar,0.29,$2.15
1993,Madagascar,0.52,$2.15
1997,Madagascar,0.48,$2.15
1999,Madagascar,0.46,$2.15
2001,Madagascar,0.59,$2.15
2005,Madagascar,0.49,$2.15
2010,Madagascar,0.64,$2.15
2012,Madagascar,0.71,$2.15
1997,Malawi,0.3,$2.15
2004,Malawi,0.4,$2.15
2010,Malawi,0.47,$2.15
2016,Malawi,0.37,$2.15
2019,Malawi,0.43,$2.15
1984,Malaysia,0.01,$2.15
1987,Malaysia,0.01,$2.15
1989,Malaysia,0,$2.15
1992,Malaysia,0,$2.15
1995,Malaysia,0,$2.15
1997,Malaysia,0,$2.15
2003,Malaysia,0,$2.15
2006,Malaysia,0,$2.15
2008,Malaysia,0,$2.15
2011,Malaysia,0,$2.15
2013,Malaysia,0,$2.15
2015,Malaysia,0,$2.15
2018,Malaysia,0,$2.15
2002,Maldives,0.02,$2.15
2009,Maldives,0.01,$2.15
2016,Maldives,0,$2.15
2019,Maldives,0,$2.15
1994,Mali,0.94,$2.15
2001,Mali,0.32,$2.15
2006,Mali,0.24,$2.15
2009,Mali,0.2,$2.15
2018,Mali,0.04,$2.15
2006,Malta,0,$2.15
2007,Malta,0,$2.15
2008,Malta,0,$2.15
2009,Malta,0,$2.15
2010,Malta,0,$2.15
2011,Malta,0.01,$2.15
2012,Malta,0,$2.15
2013,Malta,0,$2.15
2014,Malta,0,$2.15
2015,Malta,0,$2.15
2016,Malta,0,$2.15
2017,Malta,0,$2.15
2018,Malta,0,$2.15
2019,Malta,0.01,$2.15
2020,Malta,0,$2.15
1987,Mauritania,0.3,$2.15
1993,Mauritania,0.2,$2.15
1995,Mauritania,0.09,$2.15
2000,Mauritania,0.08,$2.15
2004,Mauritania,0.06,$2.15
2008,Mauritania,0.04,$2.15
2014,Mauritania,0.02,$2.15
2006,Mauritius,0,$2.15
2012,Mauritius,0,$2.15
2017,Mauritius,0,$2.15
1984,Mexico,0.03,$2.15
1989,Mexico,0.04,$2.15
1992,Mexico,0.03,$2.15
1994,Mexico,0.03,$2.15
1996,Mexico,0.11,$2.15
1998,Mexico,0.06,$2.15
2000,Mexico,0.04,$2.15
2002,Mexico,0.03,$2.15
2004,Mexico,0.03,$2.15
2005,Mexico,0.03,$2.15
2006,Mexico,0.02,$2.15
2008,Mexico,0.02,$2.15
2010,Mexico,0.02,$2.15
2012,Mexico,0.02,$2.15
2014,Mexico,0.01,$2.15
2016,Mexico,0.01,$2.15
2018,Mexico,0.01,$2.15
2020,Mexico,0.01,$2.15
2000,"Micronesia, Fed. Sts.",0.49,$2.15
2005,"Micronesia, Fed. Sts.",0.02,$2.15
2013,"Micronesia, Fed. Sts.",0.09,$2.15
1995,Mongolia,0.04,$2.15
1998,Mongolia,0.12,$2.15
2002,Mongolia,0.03,$2.15
2007,Mongolia,0,$2.15
2010,Mongolia,0,$2.15
2011,Mongolia,0,$2.15
2012,Mongolia,0,$2.15
2014,Mongolia,0,$2.15
2016,Mongolia,0,$2.15
2018,Mongolia,0,$2.15
2005,Montenegro,0,$2.15
2006,Montenegro,0,$2.15
2007,Montenegro,0,$2.15
2008,Montenegro,0,$2.15
2009,Montenegro,0,$2.15
2010,Montenegro,0,$2.15
2011,Montenegro,0,$2.15
2012,Montenegro,0.01,$2.15
2012,Montenegro,0.03,$2.15
2013,Montenegro,0,$2.15
2013,Montenegro,0.01,$2.15
2014,Montenegro,0,$2.15
2014,Montenegro,0,$2.15
2015,Montenegro,0,$2.15
2016,Montenegro,0.01,$2.15
2017,Montenegro,0.01,$2.15
2018,Montenegro,0.02,$2.15
1984,Morocco,0.04,$2.15
1990,Morocco,0.01,$2.15
1998,Morocco,0.02,$2.15
2000,Morocco,0.02,$2.15
2006,Morocco,0.01,$2.15
2013,Morocco,0,$2.15
1996,Mozambique,0.91,$2.15
2002,Mozambique,0.68,$2.15
2008,Mozambique,0.53,$2.15
2014,Mozambique,0.46,$2.15
2015,Myanmar,0.02,$2.15
2017,Myanmar,0,$2.15
1993,Namibia,0.49,$2.15
2003,Namibia,0.17,$2.15
2009,Namibia,0.11,$2.15
2015,Namibia,0.08,$2.15
1984,Nepal,0.33,$2.15
1995,Nepal,0.23,$2.15
2003,Nepal,0.15,$2.15
2010,Nepal,0.02,$2.15
1983,Netherlands,0,$2.15
1987,Netherlands,0,$2.15
1990,Netherlands,0,$2.15
1993,Netherlands,0.01,$2.15
1999,Netherlands,0,$2.15
2004,Netherlands,0,$2.15
2005,Netherlands,0,$2.15
2006,Netherlands,0,$2.15
2007,Netherlands,0,$2.15
2008,Netherlands,0,$2.15
2009,Netherlands,0,$2.15
2010,Netherlands,0,$2.15
2011,Netherlands,0,$2.15
2012,Netherlands,0,$2.15
2013,Netherlands,0,$2.15
2014,Netherlands,0,$2.15
2015,Netherlands,0,$2.15
2016,Netherlands,0,$2.15
2017,Netherlands,0,$2.15
2018,Netherlands,0,$2.15
2019,Netherlands,0,$2.15
2020,Netherlands,0,$2.15
1993,Nicaragua,0.1,$2.15
1993,Nicaragua,0.3,$2.15
1998,Nicaragua,0.06,$2.15
1998,Nicaragua,0.18,$2.15
2001,Nicaragua,0.07,$2.15
2001,Nicaragua,0.09,$2.15
2005,Nicaragua,0.05,$2.15
2005,Nicaragua,0.03,$2.15
2009,Nicaragua,0.03,$2.15
2014,Nicaragua,0.01,$2.15
1992,Niger,0.63,$2.15
1994,Niger,0.83,$2.15
2005,Niger,0.66,$2.15
2007,Niger,0.51,$2.15
2011,Niger,0.25,$2.15
2014,Niger,0.25,$2.15
2018,Niger,0.21,$2.15
1985,Nigeria,0.27,$2.15
1992,Nigeria,0.41,$2.15
1996,Nigeria,0.46,$2.15
2003,Nigeria,0.28,$2.15
2010,Nigeria,0.14,$2.15
2012,Nigeria,0.13,$2.15
2015,Nigeria,0.12,$2.15
2018,Nigeria,0.12,$2.15
1998,North Macedonia,0,$2.15
2000,North Macedonia,0.01,$2.15
2002,North Macedonia,0,$2.15
2003,North Macedonia,0,$2.15
2004,North Macedonia,0,$2.15
2005,North Macedonia,0.01,$2.15
2006,North Macedonia,0.01,$2.15
2008,North Macedonia,0,$2.15
2009,North Macedonia,0.07,$2.15
2010,North Macedonia,0.05,$2.15
2011,North Macedonia,0.06,$2.15
2012,North Macedonia,0.04,$2.15
2013,North Macedonia,0.03,$2.15
2014,North Macedonia,0.03,$2.15
2015,North Macedonia,0.03,$2.15
2016,North Macedonia,0.03,$2.15
2017,North Macedonia,0.03,$2.15
2018,North Macedonia,0.02,$2.15
2019,North Macedonia,0.02,$2.15
1979,Norway,0,$2.15
1986,Norway,0,$2.15
1991,Norway,0.01,$2.15
1995,Norway,0.01,$2.15
2000,Norway,0,$2.15
2003,Norway,0,$2.15
2004,Norway,0.01,$2.15
2005,Norway,0,$2.15
2006,Norway,0,$2.15
2007,Norway,0,$2.15
2008,Norway,0,$2.15
2009,Norway,0,$2.15
2010,Norway,0,$2.15
2011,Norway,0,$2.15
2012,Norway,0,$2.15
2013,Norway,0,$2.15
2014,Norway,0,$2.15
2015,Norway,0,$2.15
2016,Norway,0,$2.15
2017,Norway,0.01,$2.15
2018,Norway,0.01,$2.15
2019,Norway,0,$2.15
1987,Pakistan,0.33,$2.15
1990,Pakistan,0.32,$2.15
1996,Pakistan,0.05,$2.15
1998,Pakistan,0.08,$2.15
2001,Pakistan,0.08,$2.15
2004,Pakistan,0.05,$2.15
2005,Pakistan,0.04,$2.15
2007,Pakistan,0.03,$2.15
2010,Pakistan,0.02,$2.15
2011,Pakistan,0.01,$2.15
2013,Pakistan,0.01,$2.15
2015,Pakistan,0.01,$2.15
2018,Pakistan,0.01,$2.15
1979,Panama,0.01,$2.15
1989,Panama,0.13,$2.15
1991,Panama,0.13,$2.15
1995,Panama,0.08,$2.15
1997,Panama,0.09,$2.15
1998,Panama,0.08,$2.15
1999,Panama,0.06,$2.15
2000,Panama,0.07,$2.15
2001,Panama,0.1,$2.15
2002,Panama,0.05,$2.15
2003,Panama,0.05,$2.15
2004,Panama,0.04,$2.15
2005,Panama,0.04,$2.15
2006,Panama,0.06,$2.15
2007,Panama,0.03,$2.15
2008,Panama,0.01,$2.15
2009,Panama,0.01,$2.15
2010,Panama,0.01,$2.15
2011,Panama,0.01,$2.15
2012,Panama,0.01,$2.15
2013,Panama,0.01,$2.15
2014,Panama,0.01,$2.15
2015,Panama,0,$2.15
2016,Panama,0,$2.15
2017,Panama,0.01,$2.15
2018,Panama,0,$2.15
2019,Panama,0,$2.15
2021,Panama,0,$2.15
1996,Papua New Guinea,0.34,$2.15
2009,Papua New Guinea,0.23,$2.15
1990,Paraguay,0,$2.15
1995,Paraguay,0.07,$2.15
1997,Paraguay,0.07,$2.15
1999,Paraguay,0.06,$2.15
2001,Paraguay,0.05,$2.15
2002,Paraguay,0.07,$2.15
2003,Paraguay,0.04,$2.15
2004,Paraguay,0.02,$2.15
2005,Paraguay,0.03,$2.15
2006,Paraguay,0.03,$2.15
2007,Paraguay,0.03,$2.15
2008,Paraguay,0.02,$2.15
2009,Paraguay,0.02,$2.15
2010,Paraguay,0.02,$2.15
2011,Paraguay,0.02,$2.15
2012,Paraguay,0.01,$2.15
2013,Paraguay,0.01,$2.15
2014,Paraguay,0.01,$2.15
2015,Paraguay,0.01,$2.15
2016,Paraguay,0,$2.15
2017,Paraguay,0,$2.15
2018,Paraguay,0,$2.15
2019,Paraguay,0,$2.15
2020,Paraguay,0,$2.15
2021,Paraguay,0,$2.15
1985,Peru,0.01,$2.15
1994,Peru,0.07,$2.15
1997,Peru,0.13,$2.15
1998,Peru,0.12,$2.15
1999,Peru,0.13,$2.15
2000,Peru,0.11,$2.15
2001,Peru,0.12,$2.15
2002,Peru,0.1,$2.15
2003,Peru,0.07,$2.15
2004,Peru,0.08,$2.15
2005,Peru,0.1,$2.15
2006,Peru,0.08,$2.15
2007,Peru,0.07,$2.15
2008,Peru,0.05,$2.15
2009,Peru,0.04,$2.15
2010,Peru,0.03,$2.15
2011,Peru,0.03,$2.15
2012,Peru,0.02,$2.15
2013,Peru,0.02,$2.15
2014,Peru,0.02,$2.15
2015,Peru,0.02,$2.15
2016,Peru,0.02,$2.15
2017,Peru,0.02,$2.15
2018,Peru,0.01,$2.15
2019,Peru,0.01,$2.15
2020,Peru,0.03,$2.15
2021,Peru,0.01,$2.15
1985,Philippines,0.1,$2.15
1988,Philippines,0.08,$2.15
1991,Philippines,0.09,$2.15
1994,Philippines,0.08,$2.15
1997,Philippines,0.05,$2.15
2000,Philippines,0.04,$2.15
2000,Philippines,0.04,$2.15
2003,Philippines,0.04,$2.15
2003,Philippines,0.04,$2.15
2006,Philippines,0.04,$2.15
2006,Philippines,0.04,$2.15
2009,Philippines,0.03,$2.15
2009,Philippines,0.03,$2.15
2012,Philippines,0.03,$2.15
2012,Philippines,0.03,$2.15
2015,Philippines,0.02,$2.15
2015,Philippines,0.02,$2.15
2018,Philippines,0.01,$2.15
2018,Philippines,0.01,$2.15
2021,Philippines,0.02,$2.15
2021,Philippines,0.01,$2.15
1985,Poland,0,$2.15
1986,Poland,0,$2.15
1987,Poland,0,$2.15
1989,Poland,0,$2.15
1992,Poland,0,$2.15
1993,Poland,0,$2.15
1995,Poland,0.01,$2.15
1996,Poland,0.01,$2.15
1998,Poland,0,$2.15
1999,Poland,0.01,$2.15
1999,Poland,0,$2.15
2000,Poland,0,$2.15
2001,Poland,0,$2.15
2002,Poland,0,$2.15
2003,Poland,0,$2.15
2004,Poland,0,$2.15
2004,Poland,0.01,$2.15
2005,Poland,0,$2.15
2005,Poland,0.01,$2.15
2006,Poland,0,$2.15
2006,Poland,0,$2.15
2007,Poland,0,$2.15
2007,Poland,0,$2.15
2008,Poland,0,$2.15
2008,Poland,0,$2.15
2009,Poland,0,$2.15
2009,Poland,0,$2.15
2010,Poland,0,$2.15
2010,Poland,0,$2.15
2011,Poland,0,$2.15
2011,Poland,0,$2.15
2012,Poland,0,$2.15
2012,Poland,0,$2.15
2013,Poland,0,$2.15
2013,Poland,0,$2.15
2014,Poland,0,$2.15
2014,Poland,0,$2.15
2015,Poland,0,$2.15
2015,Poland,0,$2.15
2016,Poland,0,$2.15
2016,Poland,0,$2.15
2017,Poland,0,$2.15
2017,Poland,0,$2.15
2018,Poland,0,$2.15
2018,Poland,0,$2.15
2019,Poland,0,$2.15
2019,Poland,0,$2.15
2003,Portugal,0.01,$2.15
2004,Portugal,0,$2.15
2005,Portugal,0,$2.15
2006,Portugal,0,$2.15
2007,Portugal,0,$2.15
2008,Portugal,0,$2.15
2009,Portugal,0,$2.15
2010,Portugal,0,$2.15
2011,Portugal,0,$2.15
2012,Portugal,0.01,$2.15
2013,Portugal,0.01,$2.15
2014,Portugal,0,$2.15
2015,Portugal,0,$2.15
2016,Portugal,0,$2.15
2017,Portugal,0,$2.15
2018,Portugal,0,$2.15
2019,Portugal,0,$2.15
2020,Portugal,0,$2.15
1989,Romania,0,$2.15
1992,Romania,0,$2.15
1994,Romania,0.03,$2.15
1995,Romania,0.01,$2.15
1997,Romania,0.01,$2.15
1998,Romania,0,$2.15
1999,Romania,0.01,$2.15
2000,Romania,0.02,$2.15
2001,Romania,0.01,$2.15
2002,Romania,0.01,$2.15
2003,Romania,0.01,$2.15
2004,Romania,0,$2.15
2005,Romania,0,$2.15
2006,Romania,0,$2.15
2006,Romania,0.04,$2.15
2007,Romania,0,$2.15
2007,Romania,0.03,$2.15
2008,Romania,0,$2.15
2008,Romania,0.02,$2.15
2009,Romania,0,$2.15
2009,Romania,0.01,$2.15
2010,Romania,0,$2.15
2010,Romania,0.02,$2.15
2011,Romania,0,$2.15
2011,Romania,0.03,$2.15
2012,Romania,0,$2.15
2012,Romania,0.04,$2.15
2013,Romania,0,$2.15
2013,Romania,0.04,$2.15
2014,Romania,0.04,$2.15
2015,Romania,0.03,$2.15
2016,Romania,0,$2.15
2016,Romania,0.02,$2.15
2017,Romania,0.02,$2.15
2018,Romania,0,$2.15
2018,Romania,0.01,$2.15
2019,Romania,0.01,$2.15
2020,Romania,0.01,$2.15
1993,Russian Federation,0.01,$2.15
1996,Russian Federation,0.01,$2.15
1997,Russian Federation,0,$2.15
1998,Russian Federation,0.01,$2.15
1999,Russian Federation,0.01,$2.15
2000,Russian Federation,0.01,$2.15
2001,Russian Federation,0.01,$2.15
2002,Russian Federation,0,$2.15
2003,Russian Federation,0,$2.15
2004,Russian Federation,0,$2.15
2005,Russian Federation,0,$2.15
2006,Russian Federation,0,$2.15
2007,Russian Federation,0,$2.15
2008,Russian Federation,0,$2.15
2009,Russian Federation,0,$2.15
2010,Russian Federation,0,$2.15
2011,Russian Federation,0,$2.15
2012,Russian Federation,0,$2.15
2013,Russian Federation,0,$2.15
2014,Russian Federation,0,$2.15
2014,Russian Federation,0,$2.15
2015,Russian Federation,0,$2.15
2015,Russian Federation,0,$2.15
2016,Russian Federation,0,$2.15
2016,Russian Federation,0,$2.15
2017,Russian Federation,0,$2.15
2017,Russian Federation,0,$2.15
2018,Russian Federation,0,$2.15
2018,Russian Federation,0,$2.15
2019,Russian Federation,0,$2.15
2020,Russian Federation,0,$2.15
1984,Rwanda,0.22,$2.15
2000,Rwanda,0.57,$2.15
2005,Rwanda,0.46,$2.15
2010,Rwanda,0.33,$2.15
2013,Rwanda,0.26,$2.15
2016,Rwanda,0.26,$2.15
2002,Samoa,0.01,$2.15
2008,Samoa,0,$2.15
2013,Samoa,0,$2.15
1991,Senegal,0.68,$2.15
1994,Senegal,0.33,$2.15
2001,Senegal,0.25,$2.15
2005,Senegal,0.2,$2.15
2011,Senegal,0.21,$2.15
2018,Senegal,0.02,$2.15
2002,Serbia,0,$2.15
2003,Serbia,0,$2.15
2004,Serbia,0,$2.15
2005,Serbia,0,$2.15
2006,Serbia,0,$2.15
2007,Serbia,0,$2.15
2008,Serbia,0,$2.15
2009,Serbia,0,$2.15
2010,Serbia,0,$2.15
2012,Serbia,0.02,$2.15
2013,Serbia,0,$2.15
2013,Serbia,0.03,$2.15
2014,Serbia,0.05,$2.15
2015,Serbia,0,$2.15
2015,Serbia,0.05,$2.15
2016,Serbia,0.04,$2.15
2017,Serbia,0.02,$2.15
2018,Serbia,0,$2.15
2018,Serbia,0.02,$2.15
2019,Serbia,0,$2.15
2019,Serbia,0.01,$2.15
2020,Serbia,0.01,$2.15
1999,Seychelles,0,$2.15
2006,Seychelles,0,$2.15
2013,Seychelles,0.01,$2.15
2018,Seychelles,0,$2.15
1989,Sierra Leone,-,$2.15
2003,Sierra Leone,0.34,$2.15
2011,Sierra Leone,0.14,$2.15
2018,Sierra Leone,0.07,$2.15
1987,Slovenia,0,$2.15
1993,Slovenia,0,$2.15
1997,Slovenia,0,$2.15
1998,Slovenia,0,$2.15
1999,Slovenia,0,$2.15
2002,Slovenia,0,$2.15
2003,Slovenia,0,$2.15
2004,Slovenia,0,$2.15
2005,Slovenia,0,$2.15
2006,Slovenia,0,$2.15
2007,Slovenia,0,$2.15
2008,Slovenia,0,$2.15
2009,Slovenia,0,$2.15
2010,Slovenia,0,$2.15
2011,Slovenia,0,$2.15
2012,Slovenia,0,$2.15
2013,Slovenia,0,$2.15
2014,Slovenia,0,$2.15
2015,Slovenia,0,$2.15
2016,Slovenia,0,$2.15
2017,Slovenia,0,$2.15
2018,Slovenia,0,$2.15
2019,Slovenia,0,$2.15
2020,Slovenia,0,$2.15
2005,Solomon Islands,0.3,$2.15
2012,Solomon Islands,0.1,$2.15
1993,South Africa,0.17,$2.15
2000,South Africa,0.21,$2.15
2005,South Africa,0.13,$2.15
2008,South Africa,0.07,$2.15
2010,South Africa,0.08,$2.15
2014,South Africa,0.1,$2.15
2009,South Sudan,0.24,$2.15
2009,South Sudan,0.24,$2.15
2016,South Sudan,0.53,$2.15
2016,South Sudan,0.53,$2.15
1980,Spain,0,$2.15
1985,Spain,0,$2.15
1990,Spain,0.01,$2.15
1995,Spain,0.01,$2.15
2000,Spain,0,$2.15
2003,Spain,0,$2.15
2004,Spain,0.01,$2.15
2005,Spain,0.01,$2.15
2006,Spain,0.01,$2.15
2007,Spain,0,$2.15
2008,Spain,0,$2.15
2009,Spain,0.01,$2.15
2010,Spain,0,$2.15
2011,Spain,0.01,$2.15
2012,Spain,0.01,$2.15
2013,Spain,0.01,$2.15
2014,Spain,0,$2.15
2015,Spain,0.01,$2.15
2016,Spain,0.01,$2.15
2017,Spain,0,$2.15
2018,Spain,0.01,$2.15
2019,Spain,0.01,$2.15
2020,Spain,0.01,$2.15
1985,Sri Lanka,0.04,$2.15
1990,Sri Lanka,0.03,$2.15
1995,Sri Lanka,0.03,$2.15
2002,Sri Lanka,0.02,$2.15
2006,Sri Lanka,0.01,$2.15
2009,Sri Lanka,0.01,$2.15
2012,Sri Lanka,0,$2.15
2016,Sri Lanka,0,$2.15
2019,Sri Lanka,0,$2.15
1999,Suriname,0.06,$2.15
1975,Sweden,0.01,$2.15
1981,Sweden,0,$2.15
1987,Sweden,0,$2.15
1992,Sweden,0,$2.15
1995,Sweden,0,$2.15
2000,Sweden,0,$2.15
2003,Sweden,0,$2.15
2004,Sweden,0,$2.15
2005,Sweden,0.01,$2.15
2006,Sweden,0,$2.15
2007,Sweden,0,$2.15
2008,Sweden,0.01,$2.15
2009,Sweden,0.01,$2.15
2010,Sweden,0,$2.15
2011,Sweden,0,$2.15
2012,Sweden,0,$2.15
2013,Sweden,0,$2.15
2014,Sweden,0,$2.15
2015,Sweden,0,$2.15
2016,Sweden,0,$2.15
2017,Sweden,0,$2.15
2018,Sweden,0,$2.15
2019,Sweden,0,$2.15
2020,Sweden,0,$2.15
1982,Switzerland,0.01,$2.15
1992,Switzerland,0.01,$2.15
2000,Switzerland,0,$2.15
2002,Switzerland,0,$2.15
2006,Switzerland,0,$2.15
2007,Switzerland,0,$2.15
2008,Switzerland,0,$2.15
2009,Switzerland,0,$2.15
2010,Switzerland,0,$2.15
2011,Switzerland,0,$2.15
2012,Switzerland,0,$2.15
2013,Switzerland,0,$2.15
2014,Switzerland,0,$2.15
2015,Switzerland,0,$2.15
2016,Switzerland,0,$2.15
2017,Switzerland,0,$2.15
2018,Switzerland,0,$2.15
1981,"Taiwan, China",0,$2.15
1986,"Taiwan, China",0,$2.15
1991,"Taiwan, China",0,$2.15
1995,"Taiwan, China",0.01,$2.15
1997,"Taiwan, China",0,$2.15
2000,"Taiwan, China",0,$2.15
2005,"Taiwan, China",0,$2.15
2007,"Taiwan, China",0,$2.15
2010,"Taiwan, China",0,$2.15
2013,"Taiwan, China",0,$2.15
2016,"Taiwan, China",0,$2.15
1999,Tajikistan,0.3,$2.15
2003,Tajikistan,0.14,$2.15
2004,Tajikistan,0.06,$2.15
2007,Tajikistan,0.07,$2.15
2009,Tajikistan,0.02,$2.15
2015,Tajikistan,0.02,$2.15
1981,Thailand,0.08,$2.15
1988,Thailand,0.04,$2.15
1990,Thailand,0.03,$2.15
1992,Thailand,0.02,$2.15
1994,Thailand,0.01,$2.15
1996,Thailand,0.01,$2.15
1998,Thailand,0,$2.15
1999,Thailand,0.01,$2.15
